1	2026-01-01 12:00:00.000	177	924	-2842	0	233.96	-8	9	100	90	36	(7,-22)
1	2026-01-01 12:00:01.000	212	1010	-2868	0	273.95	-8	9	100	90	36	(8,-22)
1	2026-01-01 12:00:02.000	247	953	-2941	0	314.88	-6	7	100	90	36	(7,-23)
1	2026-01-01 12:00:03.000	282	1003	-2986	0	297.36	-8	8	100	90	36	(8,-23)
1	2026-01-01 12:00:04.000	317	1005	-2935	0	325.58	-10	7	100	90	36	(8,-23)
1	2026-01-01 12:00:05.000	352	968	-2893	0	337.32	-10	8	100	90	36	(8,-23)
1	2026-01-01 12:00:06.000	387	991	-2880	0	333.81	-10	10	100	90	36	(8,-22)
1	2026-01-01 12:00:07.000	422	971	-2845	0	349.52	-10	10	100	90	36	(8,-22)
1	2026-01-01 12:00:08.000	457	1041	-2917	0	0.14	-10	10	100	90	36	(8,-23)
1	2026-01-01 12:00:09.000	492	1005	-2845	0	336.58	-10	10	100	90	36	(8,-22)
1	2026-01-01 12:00:10.000	527	1050	-2909	0	314.51	-10	10	100	90	36	(8,-23)
1	2026-01-01 12:00:11.000	562	1081	-2866	0	331.53	-8	10	100	90	36	(8,-22)
1	2026-01-01 12:00:12.000	597	1059	-2860	0	319.62	-9	10	100	90	36	(8,-22)
1	2026-01-01 12:00:13.000	632	1073	-2806	0	1.42	-10	10	100	90	50	(8,-22)
1	2026-01-01 12:00:14.000	667	1133	-2882	0	39.11	-10	10	100	90	50	(9,-23)
1	2026-01-01 12:00:15.000	702	1084	-2807	0	359.63	-10	9	100	90	50	(8,-22)
1	2026-01-01 12:00:16.000	737	1043	-2874	0	326.58	-9	7	100	90	50	(8,-22)
1	2026-01-01 12:00:17.000	772	1041	-2918	0	344.04	-9	6	100	90	50	(8,-23)
1	2026-01-01 12:00:18.000	807	1074	-2994	0	359.31	-10	4	100	90	50	(8,-23)
1	2026-01-01 12:00:19.000	842	1000	-3044	0	24.17	-8	4	100	90	50	(8,-24)
1	2026-01-01 12:00:20.000	877	1008	-3028	56	20.98	-7	6	100	90	50	(8,-24)
1	2026-01-01 12:00:21.000	912	952	-3075	56	343.78	-6	5	100	90	50	(7,-24)
1	2026-01-01 12:00:22.000	947	910	-3114	56	301.11	-5	5	100	90	50	(7,-24)
1	2026-01-01 12:00:23.000	982	928	-3072	56	316.55	-5	5	100	90	50	(7,-24)
1	2026-01-01 12:00:24.000	1017	1004	-3082	56	278.55	-3	5	91	90	50	(8,-24)
1	2026-01-01 12:00:25.000	1052	971	-3078	56	269.89	-1	3	91	90	50	(8,-24)
1	2026-01-01 12:00:26.000	1087	1058	-3122	56	257.23	-2	2	91	90	50	(8,-24)
1	2026-01-01 12:00:27.000	1122	1032	-3154	56	216.87	-3	0	91	90	48	(8,-25)
1	2026-01-01 12:00:28.000	1157	1006	-3112	56	228.02	-5	-1	91	90	48	(8,-24)
1	2026-01-01 12:00:29.000	1192	1093	-3194	56	254.01	-5	-3	91	90	48	(9,-25)
1	2026-01-01 12:00:30.000	1227	1139	-3272	56	276.48	-7	-4	91	90	48	(9,-26)
1	2026-01-01 12:00:31.000	1262	1209	-3345	56	312.41	-8	-4	91	90	48	(9,-26)
1	2026-01-01 12:00:32.000	1297	1132	-3408	56	267.5	-8	-6	91	90	48	(9,-27)
1	2026-01-01 12:00:33.000	1332	1109	-3453	56	261.17	-6	-8	91	90	48	(9,-27)
1	2026-01-01 12:00:34.000	1367	1112	-3369	56	237.72	-5	-8	91	90	48	(9,-26)
1	2026-01-01 12:00:35.000	1402	1084	-3419	56	273.31	-3	-7	91	90	48	(8,-27)
1	2026-01-01 12:00:36.000	1437	1065	-3430	56	236.38	-4	-8	91	90	48	(8,-27)
1	2026-01-01 12:00:37.000	1472	1094	-3428	56	211.14	-3	-7	83	90	48	(9,-27)
1	2026-01-01 12:00:38.000	1507	1181	-3367	56	171.57	-5	-6	83	90	44	(9,-26)
1	2026-01-01 12:00:39.000	1542	1138	-3440	56	150.21	-4	-8	83	90	41	(9,-27)
1	2026-01-01 12:00:40.000	1577	1118	-3362	56	145.38	-5	-9	83	90	41	(9,-26)
1	2026-01-01 12:00:41.000	1612	1042	-3343	56	144.96	-7	-8	83	90	41	(8,-26)
1	2026-01-01 12:00:42.000	1647	1099	-3276	56	164.76	-5	-7	83	90	41	(9,-26)
1	2026-01-01 12:00:43.000	1682	1018	-3362	56	151.36	-6	-5	83	90	41	(8,-26)
1	2026-01-01 12:00:44.000	1717	970	-3410	56	129.1	-4	-6	83	90	50	(8,-27)
1	2026-01-01 12:00:45.000	1752	976	-3433	56	118.58	-4	-8	83	90	48	(8,-27)
1	2026-01-01 12:00:46.000	1787	980	-3388	56	135.55	-5	-7	83	90	48	(8,-26)
1	2026-01-01 12:00:47.000	1822	1040	-3353	56	136.49	-7	-8	83	90	48	(8,-26)
1	2026-01-01 12:00:48.000	1857	981	-3263	56	101.74	-5	-7	83	90	48	(8,-25)
1	2026-01-01 12:00:49.000	1892	974	-3261	0	120.64	-4	-8	83	90	48	(8,-25)
1	2026-01-01 12:00:50.000	1927	1020	-3235	0	144.64	-5	-6	79	90	48	(8,-25)
1	2026-01-01 12:00:51.000	1962	1087	-3242	0	111.65	-6	-4	79	90	47	(8,-25)
1	2026-01-01 12:00:52.000	1997	1133	-3170	0	103.02	-8	-2	79	90	47	(9,-25)
1	2026-01-01 12:00:53.000	2032	1066	-3252	0	138.89	-8	-4	77	90	50	(8,-25)
1	2026-01-01 12:00:54.000	2067	1007	-3200	0	149.49	-8	-4	77	90	50	(8,-25)
1	2026-01-01 12:00:55.000	2102	940	-3204	0	184.23	-10	-4	77	90	50	(7,-25)
1	2026-01-01 12:00:56.000	2137	1009	-3190	0	196.25	-10	-6	77	90	50	(8,-25)
1	2026-01-01 12:00:57.000	2172	1097	-3141	0	172.33	-10	-8	77	90	50	(9,-25)
1	2026-01-01 12:00:58.000	2207	1047	-3158	0	128.85	-10	-8	77	90	50	(8,-25)
1	2026-01-01 12:00:59.000	2242	1008	-3242	-8	138.5	-10	-7	77	90	50	(8,-25)
1	2026-01-01 12:01:00.000	2277	943	-3329	-8	151.57	-10	-7	77	90	50	(7,-26)
1	2026-01-01 12:01:01.000	2312	865	-3263	-8	115.9	-10	-9	77	90	50	(7,-25)
1	2026-01-01 12:01:02.000	2347	907	-3194	-8	108.59	-10	-10	77	90	50	(7,-25)
1	2026-01-01 12:01:03.000	2382	926	-3252	-8	152.5	-10	-10	77	90	50	(7,-25)
1	2026-01-01 12:01:04.000	2417	1001	-3309	-8	146.69	-10	-10	77	90	50	(8,-26)
1	2026-01-01 12:01:05.000	2452	994	-3255	-8	136.76	-10	-10	77	90	50	(8,-25)
1	2026-01-01 12:01:06.000	2487	1083	-3175	-8	165.61	-10	-10	77	90	50	(8,-25)
1	2026-01-01 12:01:07.000	2522	1097	-3184	-8	199.48	-10	-8	77	90	50	(9,-25)
1	2026-01-01 12:01:08.000	2557	1024	-3159	-8	244.4	-8	-8	77	90	50	(8,-25)
