1	2026-01-01 12:00:00.000	177	731	-2993	0	1.98	-2	1	87	92	43	(6,-23)
1	2026-01-01 12:00:01.000	212	702	-3092	0	25.27	-1	3	87	92	39	(5,-24)
1	2026-01-01 12:00:02.000	247	669	-3181	0	45.95	-1	5	87	92	39	(5,-25)
1	2026-01-01 12:00:03.000	282	749	-3264	0	5.07	1	4	87	92	39	(6,-26)
1	2026-01-01 12:00:04.000	317	743	-3274	0	338.93	1	3	87	92	39	(6,-26)
1	2026-01-01 12:00:05.000	352	806	-3198	0	344.05	2	3	87	92	39	(6,-25)
1	2026-01-01 12:00:06.000	387	889	-3218	0	318.19	1	5	87	92	39	(7,-25)
1	2026-01-01 12:00:07.000	422	938	-3216	0	305.77	3	6	87	92	39	(7,-25)
1	2026-01-01 12:00:08.000	457	854	-3218	0	295.11	4	8	87	92	39	(7,-25)
1	2026-01-01 12:00:09.000	492	950	-3154	0	280.73	6	8	87	105	39	(7,-25)
1	2026-01-01 12:00:10.000	527	1005	-3204	0	249.48	6	10	100	105	39	(8,-25)
1	2026-01-01 12:00:11.000	562	966	-3290	0	226.16	6	10	100	105	39	(8,-26)
1	2026-01-01 12:00:12.000	597	908	-3323	0	228.65	7	10	100	105	39	(7,-26)
1	2026-01-01 12:00:13.000	632	940	-3308	0	194.54	7	10	100	105	38	(7,-26)
1	2026-01-01 12:00:14.000	667	858	-3277	0	170.96	5	10	100	105	38	(7,-26)
1	2026-01-01 12:00:15.000	702	782	-3353	0	185.27	6	9	100	105	38	(6,-26)
1	2026-01-01 12:00:16.000	737	745	-3404	0	157.39	6	7	100	105	38	(6,-27)
1	2026-01-01 12:00:17.000	772	657	-3338	0	202.33	8	5	100	105	38	(5,-26)
1	2026-01-01 12:00:18.000	807	599	-3341	0	157.52	9	3	100	105	38	(5,-26)
1	2026-01-01 12:00:19.000	842	547	-3366	-8	132.11	10	2	100	105	38	(4,-26)
1	2026-01-01 12:00:20.000	877	494	-3449	-8	140.67	10	0	100	105	38	(4,-27)
1	2026-01-01 12:00:21.000	912	538	-3416	-8	124.14	10	2	100	105	38	(4,-27)
1	2026-01-01 12:00:22.000	947	555	-3357	-8	169.0	8	0	100	105	38	(4,-26)
1	2026-01-01 12:00:23.000	982	495	-3345	-8	199.04	8	0	100	105	38	(4,-26)
1	2026-01-01 12:00:24.000	1017	424	-3418	-8	220.86	7	0	100	105	38	(3,-27)
1	2026-01-01 12:00:25.000	1052	347	-3356	-8	213.98	7	-2	97	105	38	(3,-26)
1	2026-01-01 12:00:26.000	1087	266	-3280	-8	250.33	5	-4	97	105	38	(2,-26)
1	2026-01-01 12:00:27.000	1122	219	-3206	-8	227.79	3	-4	97	105	38	(2,-25)
1	2026-01-01 12:00:28.000	1157	224	-3300	-8	198.93	2	-5	97	105	38	(2,-26)
1	2026-01-01 12:00:29.000	1192	133	-3280	-8	173.95	0	-4	97	105	36	(1,-26)
1	2026-01-01 12:00:30.000	1227	230	-3309	-8	160.55	0	-6	97	105	36	(2,-26)
1	2026-01-01 12:00:31.000	1262	139	-3382	-8	169.24	2	-6	97	105	36	(1,-26)
1	2026-01-01 12:00:32.000	1297	39	-3349	-8	207.55	0	-5	97	105	33	(0,-26)
1	2026-01-01 12:00:33.000	1332	68	-3370	-8	222.57	-2	-5	97	105	33	(1,-26)
1	2026-01-01 12:00:34.000	1367	113	-3393	-8	214.11	-3	-3	97	105	33	(1,-27)
1	2026-01-01 12:00:35.000	1402	134	-3305	24	184.39	-4	-1	97	105	33	(1,-26)
1	2026-01-01 12:00:36.000	1437	155	-3249	56	215.86	-6	-2	97	105	33	(1,-25)
1	2026-01-01 12:00:37.000	1472	254	-3241	56	190.56	-8	-4	97	105	33	(2,-25)
1	2026-01-01 12:00:38.000	1507	297	-3189	56	174.11	-7	-2	97	105	33	(2,-25)
1	2026-01-01 12:00:39.000	1542	312	-3223	56	196.77	-8	-1	97	105	33	(2,-25)
1	2026-01-01 12:00:40.000	1577	297	-3242	0	232.15	-9	-1	97	105	33	(2,-25)
1	2026-01-01 12:00:41.000	1612	249	-3235	0	222.2	-8	-3	97	105	33	(2,-25)
1	2026-01-01 12:00:42.000	1647	256	-3198	0	244.48	-8	-2	97	105	30	(2,-25)
1	2026-01-01 12:00:43.000	1682	275	-3266	0	287.74	-7	-3	97	105	30	(2,-26)
1	2026-01-01 12:00:44.000	1717	241	-3269	0	272.2	-8	-5	97	105	30	(2,-26)
1	2026-01-01 12:00:45.000	1752	332	-3231	0	231.89	-7	-7	97	105	28	(3,-25)
1	2026-01-01 12:00:46.000	1787	271	-3270	0	198.25	-9	-5	97	105	28	(2,-26)
1	2026-01-01 12:00:47.000	1822	250	-3343	0	205.33	-10	-6	97	105	28	(2,-26)
1	2026-01-01 12:00:48.000	1857	328	-3246	0	187.47	-10	-8	97	105	28	(3,-25)
1	2026-01-01 12:00:49.000	1892	393	-3259	0	143.61	-10	-6	97	105	28	(3,-25)
1	2026-01-01 12:00:50.000	1927	459	-3290	0	154.05	-10	-4	97	105	28	(4,-26)
1	2026-01-01 12:00:51.000	1962	474	-3328	0	176.59	-10	-4	97	105	28	(4,-26)
1	2026-01-01 12:00:52.000	1997	445	-3276	0	194.69	-10	-4	93	105	28	(3,-26)
1	2026-01-01 12:00:53.000	2032	349	-3353	0	176.18	-9	-3	93	105	28	(3,-26)
1	2026-01-01 12:00:54.000	2067	339	-3274	0	172.01	-7	-3	93	105	28	(3,-26)
1	2026-01-01 12:00:55.000	2102	428	-3251	0	151.9	-8	-4	93	105	28	(3,-25)
1	2026-01-01 12:00:56.000	2137	509	-3215	-8	118.29	-8	-6	93	105	28	(4,-25)
1	2026-01-01 12:00:57.000	2172	529	-3193	-8	112.93	-6	-6	93	105	28	(4,-25)
1	2026-01-01 12:00:58.000	2207	467	-3149	0	153.35	-8	-7	93	105	28	(4,-25)
1	2026-01-01 12:00:59.000	2242	443	-3099	0	197.46	-7	-6	93	105	28	(3,-24)
1	2026-01-01 12:01:00.000	2277	404	-3155	0	202.14	-9	-7	93	105	28	(3,-25)
1	2026-01-01 12:01:01.000	2312	479	-3196	0	240.29	-8	-9	93	105	28	(4,-25)
1	2026-01-01 12:01:02.000	2347	397	-3281	0	210.22	-8	-10	93	105	28	(3,-26)
1	2026-01-01 12:01:03.000	2382	435	-3255	0	204.62	-8	-8	93	105	28	(3,-25)
1	2026-01-01 12:01:04.000	2417	340	-3160	0	220.12	-6	-6	93	105	28	(3,-25)
1	2026-01-01 12:01:05.000	2452	402	-3135	0	262.34	-4	-5	93	105	28	(3,-24)
1	2026-01-01 12:01:06.000	2487	311	-3119	0	225.27	-3	-3	93	105	23	(2,-24)
1	2026-01-01 12:01:07.000	2522	343	-3127	0	236.3	-5	-4	93	105	23	(3,-24)
1	2026-01-01 12:01:08.000	2557	250	-3066	0	246.1	-4	-6	93	105	23	(2,-24)
1	2026-01-01 12:01:09.000	2592	315	-3127	0	245.95	-3	-8	93	105	23	(2,-24)
